,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
14,1220,1221,安徽省,巢湖市,,,,341400000000,12/21/2017 11:19:22,12/21/2017 14:52:21,12/31/2010,撤销,340000000000,341400000000,341400000000
26,2279,2280,贵州省,铜仁地区,,,,522200000000,12/21/2017 11:19:22,12/21/2017 14:52:21,12/31/2010,撤销,520000000000,522200000000,522200000000
29,2418,2419,贵州省,毕节地区,,,,522400000000,12/21/2017 11:19:22,12/21/2017 14:52:21,12/31/2010,撤销,520000000000,522400000000,522400000000
