id,province,city,area,street,community,code_num,create_time,edit_time,change_type,expire_date
850,河北省,石家庄市,赵县,,,130133000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
851,云南省,保山市,施甸县,,,530521000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
852,新疆维吾尔自治区,喀什地区,英吉沙县,,,653123000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
853,湖北省,荆门市,东宝区,,,420802000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
854,陕西省,延安市,黄龙县,,,610631000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
855,山东省,威海市,文登市,,,371081000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
856,山东省,滨州市,滨城区,,,371602000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
857,安徽省,池州市,青阳县,,,341723000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
858,江苏省,徐州市,,,,320300000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
859,江西省,九江市,武宁县,,,360423000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
860,北京市,,延庆县,,,110229000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
861,河南省,郑州市,上街区,,,410106000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
862,宁夏回族自治区,固原市,,,,640400000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
863,辽宁省,沈阳市,东陵区,,,210112000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
864,安徽省,安庆市,桐城市,,,340881000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
865,海南省,海口市,秀英区,,,460105000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
866,江西省,赣州市,瑞金市,,,360781000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
867,内蒙古自治区,包头市,东河区,,,150202000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
868,河北省,石家庄市,赞皇县,,,130129000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
869,浙江省,杭州市,临安市,,,330185000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
870,黑龙江省,齐齐哈尔市,铁锋区,,,230204000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
871,山东省,烟台市,福山区,,,370611000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
872,河南省,开封市,兰考县,,,410225000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
873,四川省,眉山市,青神县,,,511425000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
874,内蒙古自治区,呼伦贝尔市,根河市,,,150785000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
875,广东省,珠海市,香洲区,,,440402000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
876,江西省,上饶市,,,,361100000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
877,内蒙古自治区,鄂尔多斯市,达拉特旗,,,150621000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
878,内蒙古自治区,锡林郭勒盟,苏尼特右旗,,,152524000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
879,辽宁省,沈阳市,皇姑区,,,210105000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
880,云南省,德宏傣族景颇族自治州,梁河县,,,533122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
881,西藏自治区,日喀则地区,,,,542300000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
882,贵州省,铜仁地区,德江县,,,522227000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
883,陕西省,渭南市,韩城市,,,610581000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
884,黑龙江省,绥化市,北林区,,,231202000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
885,湖北省,十堰市,张湾区,,,420303000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
886,广西壮族自治区,贺州市,昭平县,,,451121000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
887,云南省,普洱市,江城哈尼族彝族自治县,,,530826000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
888,四川省,南充市,营山县,,,511322000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
889,广西壮族自治区,百色市,平果县,,,451023000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
890,四川省,凉山彝族自治州,冕宁县,,,513433000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
891,四川省,甘孜藏族自治州,丹巴县,,,513323000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
892,山西省,朔州市,山阴县,,,140621000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
893,广东省,韶关市,,,,440200000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
894,浙江省,温州市,龙湾区,,,330303000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
895,甘肃省,张掖市,甘州区,,,620702000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
896,河南省,信阳市,息县,,,411528000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
897,云南省,昆明市,官渡区,,,530111000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
898,广东省,揭阳市,,,,445200000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
899,西藏自治区,那曲地区,聂荣县,,,542424000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
900,海南省,,屯昌县,,,469022000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
901,江西省,抚州市,南丰县,,,361023000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
902,广东省,清远市,连州市,,,441882000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
903,河北省,承德市,宽城满族自治县,,,130827000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
904,广西壮族自治区,梧州市,蒙山县,,,450423000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
905,吉林省,长春市,双阳区,,,220112000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
906,福建省,泉州市,,,,350500000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
907,河北省,张家口市,万全县,,,130729000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
908,黑龙江省,鸡西市,鸡东县,,,230321000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
909,江苏省,淮安市,清浦区,,,320811000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
910,新疆维吾尔自治区,和田地区,于田县,,,653226000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
911,贵州省,贵阳市,花溪区,,,520111000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
912,陕西省,安康市,紫阳县,,,610924000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
913,重庆市,,万州区,,,500101000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
914,内蒙古自治区,通辽市,开鲁县,,,150523000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
915,江苏省,无锡市,北塘区,,,320204000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
916,江西省,南昌市,东湖区,,,360102000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
917,天津市,,津南区,,,120112000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
918,福建省,宁德市,古田县,,,350922000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
919,山西省,阳泉市,,,,140300000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
920,辽宁省,辽阳市,灯塔市,,,211081000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
921,安徽省,六安市,寿县,,,341521000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
922,湖南省,邵阳市,邵东县,,,430521000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
923,河南省,新乡市,辉县市,,,410782000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
924,湖北省,襄樊市,南漳县,,,420624000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
925,甘肃省,庆阳市,正宁县,,,621025000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
926,重庆市,,,,,500000000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
927,山东省,德州市,临邑县,,,371424000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
928,辽宁省,辽阳市,辽阳县,,,211021000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
929,河北省,邯郸市,丛台区,,,130403000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
930,江苏省,苏州市,昆山市,,,320583000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
931,福建省,莆田市,仙游县,,,350322000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
932,河南省,濮阳市,,,,410900000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
933,广东省,云浮市,郁南县,,,445322000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
934,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市,,,653001000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
935,江西省,吉安市,新干县,,,360824000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
936,吉林省,白山市,八道江区,,,220602000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
937,青海省,西宁市,城北区,,,630105000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
938,黑龙江省,大庆市,红岗区,,,230605000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
939,河南省,新乡市,获嘉县,,,410724000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
940,新疆维吾尔自治区,塔城地区,塔城市,,,654201000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
941,山西省,晋中市,灵石县,,,140729000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
942,青海省,果洛藏族自治州,玛沁县,,,632621000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
943,福建省,龙岩市,长汀县,,,350821000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
944,山东省,济宁市,兖州市,,,370882000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
945,浙江省,舟山市,岱山县,,,330921000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
946,湖北省,孝感市,,,,420900000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
947,云南省,红河哈尼族彝族自治州,蒙自县,,,532522000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
948,河南省,南阳市,镇平县,,,411324000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
949,安徽省,黄山市,休宁县,,,341022000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
950,湖南省,怀化市,溆浦县,,,431224000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
951,黑龙江省,牡丹江市,宁安市,,,231084000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
952,重庆市,,万盛区,,,500110000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
953,宁夏回族自治区,银川市,西夏区,,,640105000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
954,贵州省,遵义市,余庆县,,,520329000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
955,山东省,济南市,历城区,,,370112000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
956,四川省,广元市,剑阁县,,,510823000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
957,浙江省,丽水市,云和县,,,331125000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
958,甘肃省,兰州市,城关区,,,620102000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
959,湖南省,益阳市,赫山区,,,430903000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
960,贵州省,贵阳市,白云区,,,520113000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
961,山西省,晋中市,祁县,,,140727000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
962,内蒙古自治区,乌海市,,,,150300000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
963,吉林省,长春市,宽城区,,,220103000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
964,青海省,海东地区,民和回族土族自治县,,,632122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
965,西藏自治区,拉萨市,尼木县,,,540123000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
966,四川省,绵阳市,游仙区,,,510704000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
967,青海省,果洛藏族自治州,甘德县,,,632623000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
968,新疆维吾尔自治区,和田地区,洛浦县,,,653224000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
969,广西壮族自治区,南宁市,,,,450100000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
970,山东省,东营市,河口区,,,370503000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
971,西藏自治区,昌都地区,江达县,,,542122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
972,江西省,南昌市,,,,360100000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
973,广西壮族自治区,桂林市,灌阳县,,,450327000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
974,江苏省,无锡市,崇安区,,,320202000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
975,陕西省,西安市,雁塔区,,,610113000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
976,天津市,,汉沽区,,,120108000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
977,江苏省,连云港市,连云区,,,320703000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
978,河北省,保定市,涞源县,,,130630000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
979,广西壮族自治区,梧州市,长洲区,,,450405000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
980,陕西省,渭南市,大荔县,,,610523000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
981,河南省,郑州市,登封市,,,410185000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
982,河北省,沧州市,黄骅市,,,130983000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
983,安徽省,马鞍山市,金家庄区,,,340502000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
984,江苏省,苏州市,相城区,,,320507000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
985,河北省,承德市,隆化县,,,130825000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
986,河北省,承德市,鹰手营子矿区,,,130804000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
987,黑龙江省,哈尔滨市,方正县,,,230124000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
988,辽宁省,阜新市,海州区,,,210902000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
989,甘肃省,天水市,麦积区,,,620503000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
990,广东省,湛江市,霞山区,,,440803000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
991,四川省,资阳市,乐至县,,,512022000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
992,云南省,德宏傣族景颇族自治州,陇川县,,,533124000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
993,山西省,太原市,阳曲县,,,140122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
994,福建省,龙岩市,漳平市,,,350881000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
995,辽宁省,沈阳市,沈河区,,,210103000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
996,黑龙江省,哈尔滨市,平房区,,,230108000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
997,湖南省,邵阳市,邵阳县,,,430523000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
998,山东省,烟台市,莱山区,,,370613000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
999,山东省,德州市,禹城市,,,371482000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1000,广东省,珠海市,金湾区,,,440404000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1001,云南省,昆明市,宜良县,,,530125000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1002,江西省,上饶市,万年县,,,361129000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1003,四川省,巴中市,南江县,,,511922000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1004,云南省,玉溪市,易门县,,,530425000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1005,上海市,,浦东新区,,,310115000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1006,河北省,沧州市,孟村回族自治县,,,130930000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1007,陕西省,商洛市,镇安县,,,611025000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1008,黑龙江省,大庆市,林甸县,,,230623000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1009,山东省,淄博市,沂源县,,,370323000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1010,山东省,滨州市,,,,371600000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1011,辽宁省,丹东市,元宝区,,,210602000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1012,山东省,枣庄市,滕州市,,,370481000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1013,广西壮族自治区,来宾市,合山市,,,451381000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1014,西藏自治区,林芝地区,林芝县,,,542621000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1015,福建省,南平市,政和县,,,350725000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1016,广东省,汕头市,潮南区,,,440514000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1017,辽宁省,阜新市,太平区,,,210904000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1018,吉林省,松原市,,,,220700000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1019,甘肃省,定西市,渭源县,,,621123000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1020,四川省,遂宁市,蓬溪县,,,510921000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1021,安徽省,阜阳市,界首市,,,341282000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1022,广东省,揭阳市,惠来县,,,445224000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1023,江西省,赣州市,安远县,,,360726000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1024,河南省,焦作市,解放区,,,410802000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1025,四川省,内江市,威远县,,,511024000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1026,山东省,临沂市,平邑县,,,371326000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1027,广西壮族自治区,北海市,铁山港区,,,450512000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1028,安徽省,安庆市,,,,340800000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1029,河南省,郑州市,惠济区,,,410108000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1030,江苏省,徐州市,新沂市,,,320381000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1031,新疆维吾尔自治区,乌鲁木齐市,,,,650100000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1032,上海市,,松江区,,,310117000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1033,江西省,九江市,彭泽县,,,360430000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1034,黑龙江省,齐齐哈尔市,龙沙区,,,230202000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1035,内蒙古自治区,通辽市,奈曼旗,,,150525000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1036,黑龙江省,伊春市,南岔区,,,230703000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1037,安徽省,安庆市,迎江区,,,340802000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1038,新疆维吾尔自治区,哈密地区,伊吾县,,,652223000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1039,辽宁省,丹东市,振安区,,,210604000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1040,山东省,济南市,章丘市,,,370181000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1041,河南省,商丘市,睢县,,,411422000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1042,福建省,南平市,光泽县,,,350723000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1043,北京市,,西城区,,,110102000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1044,西藏自治区,林芝地区,米林县,,,542623000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1045,内蒙古自治区,兴安盟,科尔沁右翼前旗,,,152221000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1046,湖北省,荆州市,松滋市,,,421087000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1047,四川省,成都市,双流县,,,510122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1048,辽宁省,葫芦岛市,建昌县,,,211422000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1049,湖北省,黄石市,大冶市,,,420281000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1050,江苏省,南通市,启东市,,,320681000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1051,广西壮族自治区,南宁市,兴宁区,,,450102000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1052,浙江省,绍兴市,上虞市,,,330682000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1053,安徽省,马鞍山市,,,,340500000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1054,西藏自治区,昌都地区,类乌齐县,,,542124000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1055,陕西省,西安市,灞桥区,,,610111000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1056,河北省,邢台市,临城县,,,130522000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1057,山西省,吕梁市,交城县,,,141122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1058,浙江省,,,,,330000000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1059,甘肃省,天水市,武山县,,,620524000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1060,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,,,652722000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1061,浙江省,杭州市,余杭区,,,330110000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1062,河北省,保定市,安新县,,,130632000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1063,山东省,滨州市,邹平县,,,371626000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1064,西藏自治区,日喀则地区,拉孜县,,,542326000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1065,辽宁省,辽阳市,弓长岭区,,,211005000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1066,吉林省,白山市,抚松县,,,220621000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1067,广西壮族自治区,南宁市,隆安县,,,450123000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1068,黑龙江省,牡丹江市,,,,231000000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1069,陕西省,汉中市,城固县,,,610722000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1070,四川省,乐山市,金口河区,,,511113000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1071,湖北省,荆门市,掇刀区,,,420804000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1072,贵州省,黔西南布依族苗族自治州,贞丰县,,,522325000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1073,河北省,石家庄市,新华区,,,130105000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1074,安徽省,蚌埠市,蚌山区,,,340303000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1075,黑龙江省,大庆市,肇州县,,,230621000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1076,甘肃省,定西市,通渭县,,,621121000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1077,四川省,遂宁市,船山区,,,510903000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1078,陕西省,渭南市,华县,,,610521000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1079,甘肃省,甘南藏族自治州,迭部县,,,623024000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1080,西藏自治区,林芝地区,,,,542600000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1081,甘肃省,平凉市,,,,620800000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1082,福建省,莆田市,荔城区,,,350304000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1083,河南省,周口市,淮阳县,,,411626000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1084,四川省,攀枝花市,盐边县,,,510422000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1085,广东省,江门市,台山市,,,440781000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1086,浙江省,宁波市,象山县,,,330225000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1087,山西省,运城市,闻喜县,,,140823000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1088,云南省,文山壮族苗族自治州,,,,532600000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1089,河北省,邯郸市,鸡泽县,,,130431000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1090,湖北省,十堰市,竹溪县,,,420324000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1091,河北省,衡水市,武邑县,,,131122000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1092,云南省,临沧市,镇康县,,,530924000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1093,吉林省,辽源市,,,,220400000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1094,山西省,临汾市,蒲县,,,141033000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1095,广西壮族自治区,桂林市,兴安县,,,450325000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1096,四川省,达州市,渠县,,,511725000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1097,河北省,保定市,,,,130600000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1098,江西省,赣州市,定南县,,,360728000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1099,广东省,茂名市,化州市,,,440982000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1100,河北省,沧州市,泊头市,,,130981000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1101,河南省,焦作市,马村区,,,410804000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1102,广东省,韶关市,南雄市,,,440282000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1103,贵州省,安顺市,镇宁布依族苗族自治县,,,520423000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1104,湖南省,湘西土家族苗族自治州,,,,433100000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1105,陕西省,汉中市,镇巴县,,,610728000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1106,黑龙江省,绥化市,望奎县,,,231221000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1107,山东省,临沂市,蒙阴县,,,371328000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1108,河南省,洛阳市,新安县,,,410323000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1109,重庆市,,巫山县,,,500237000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1110,江苏省,连云港市,灌南县,,,320724000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1111,山西省,临汾市,隰县,,,141031000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1112,黑龙江省,绥化市,青冈县,,,231223000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
1113,云南省,临沧市,云县,,,530922000000,12/21/2017 11:19:40,12/21/2017 14:52:07,,
