,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
33,1682,1683,西藏自治区,林芝地区,工布江达县,,,542622000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,540000000000,542600000000,542622000000
34,1704,1705,河南省,三门峡市,陕县,,,411222000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,410000000000,411200000000,411222000000
35,1748,1749,江苏省,无锡市,南长区,,,320203000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,320000000000,320200000000,320203000000
36,1761,1762,西藏自治区,林芝地区,朗县,,,542627000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,540000000000,542600000000,542627000000
37,1790,1791,安徽省,铜陵市,狮子山区,,,340703000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,340000000000,340700000000,340703000000
38,1791,1792,广东省,肇庆市,高要市,,,441283000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,440000000000,441200000000,441283000000
39,1837,1838,江西省,上饶市,广丰县,,,361122000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,360000000000,361100000000,361122000000
40,1926,1927,安徽省,铜陵市,铜陵县,,,340721000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,340000000000,340700000000,340721000000
41,1949,1950,广西壮族自治区,南宁市,武鸣县,,,450122000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,450000000000,450100000000,450122000000
42,2085,2086,河北省,保定市,徐水县,,,130625000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,130000000000,130600000000,130625000000
43,2157,2158,浙江省,温州市,洞头县,,,330322000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,330000000000,330300000000,330322000000
44,2299,2300,江苏省,常州市,戚墅堰区,,,320405000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,320000000000,320400000000,320405000000
46,2354,2355,新疆维吾尔自治区,吐鲁番地区,吐鲁番市,,,652101000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,650000000000,652100000000,652101000000
50,2459,2460,河北省,秦皇岛市,抚宁县,,,130323000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,130000000000,130300000000,130323000000
51,2475,2476,江苏省,常州市,金坛市,,,320482000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,320000000000,320400000000,320482000000
52,2567,2568,西藏自治区,林芝地区,察隅县,,,542626000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,540000000000,542600000000,542626000000
53,2688,2689,辽宁省,大连市,普兰店市,,,210282000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,210000000000,210200000000,210282000000
54,2878,2879,西藏自治区,林芝地区,墨脱县,,,542624000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,540000000000,542600000000,542624000000
55,3090,3091,新疆维吾尔自治区,吐鲁番地区,鄯善县,,,652122000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,650000000000,652100000000,652122000000
56,3122,3123,陕西省,榆林市,横山县,,,610823000000,12/21/2017 11:18:21,12/21/2017 14:53:33,12/31/2014,撤销,610000000000,610800000000,610823000000
