,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
102,103,湖北省,襄樊市,枣阳市,,,420683000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420683000000
826,827,湖北省,襄樊市,宜城市,,,420684000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420684000000
922,923,湖北省,襄樊市,南漳县,,,420624000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420624000000
934,935,吉林省,白山市,八道江区,,,220602000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,220000000000,220600000000,220602000000
945,946,云南省,红河哈尼族彝族自治州,蒙自县,,,532522000000,12/21/2017 11:19:28,12/21/2017 14:52:00,12/31/2009,撤销,530000000000,532500000000,532522000000
1154,1155,湖北省,襄樊市,,,,420600000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420600000000
1253,1254,湖北省,襄樊市,樊城区,,,420606000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420606000000
1294,1295,北京市,,宣武区,,,110104000000,12/21/2017 11:19:28,12/21/2017 14:52:00,12/31/2009,撤销,110000000000,110100000000,110104000000
1335,1336,湖北省,襄樊市,老河口市,,,420682000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420682000000
1447,1448,江苏省,徐州市,铜山县,,,320323000000,12/21/2017 11:19:28,12/21/2017 14:52:00,12/31/2009,撤销,320000000000,320300000000,320323000000
1456,1457,云南省,德宏傣族景颇族自治州,潞西市,,,533103000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,530000000000,533100000000,533103000000
1593,1594,湖北省,襄樊市,谷城县,,,420625000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420625000000
1748,1749,江苏省,徐州市,九里区,,,320304000000,12/21/2017 11:19:28,12/21/2017 14:52:00,12/31/2009,撤销,320000000000,320300000000,320304000000
1855,1856,湖北省,襄樊市,襄阳区,,,420607000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420607000000
1924,1925,湖北省,襄樊市,襄城区,,,420602000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420602000000
2072,2073,云南省,文山壮族苗族自治州,文山县,,,532621000000,12/21/2017 11:19:28,12/21/2017 14:52:00,12/31/2009,撤销,530000000000,532600000000,532621000000
2252,2253,湖北省,襄樊市,保康县,,,420626000000,12/21/2017 11:19:28,12/21/2017 14:51:44,12/31/2009,名称变更,420000000000,420600000000,420626000000
2890,2891,北京市,,崇文区,,,110103000000,12/21/2017 11:19:28,12/21/2017 14:52:00,12/31/2009,撤销,110000000000,110100000000,110103000000
