,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
25,1561,1562,河南省,许昌市,许昌县,,,411023000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,410000000000,411000000000,411023000000
26,1601,1602,西藏自治区,山南地区,浪卡子县,,,542233000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542233000000
27,1614,1615,河北省,衡水市,冀州市,,,131181000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,130000000000,131100000000,131181000000
28,1670,1671,新疆维吾尔自治区,哈密地区,哈密市,,,652201000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,650000000000,652200000000,652201000000
30,1928,1929,山东省,东营市,垦利县,,,370521000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,370000000000,370500000000,370521000000
31,2044,2045,山东省,菏泽市,定陶县,,,371727000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,370000000000,371700000000,371727000000
32,2093,2094,辽宁省,盘锦市,大洼县,,,211121000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,210000000000,211100000000,211121000000
33,2149,2150,江西省,赣州市,赣县,,,360721000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,360000000000,360700000000,360721000000
34,2172,2173,云南省,昆明市,晋宁县,,,530122000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,530000000000,530100000000,530122000000
35,2186,2187,江苏省,淮安市,清河区,,,320802000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,320000000000,320800000000,320802000000
36,2194,2195,浙江省,宁波市,江东区,,,330204000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,330000000000,330200000000,330204000000
37,2222,2223,河北省,张家口市,宣化县,,,130721000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,130000000000,130700000000,130721000000
38,2324,2325,江西省,九江市,庐山区,,,360402000000,12/21/2017 11:18:15,12/21/2017 14:53:38,12/31/2015,名称变更,360000000000,360400000000,360402000000
40,2416,2417,西藏自治区,山南地区,琼结县,,,542225000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542225000000
41,2432,2433,云南省,怒江傈僳族自治州,泸水县,,,533321000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,530000000000,533300000000,533321000000
42,2441,2442,四川省,阿坝藏族羌族自治州,马尔康区,,,513201000000,12/21/2017 11:18:15,12/21/2017 16:05:31,12/31/2015,名称变更,510000000000,513200000000,513201000000
43,2456,2457,河北省,张家口市,崇礼县,,,130733000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,130000000000,130700000000,130733000000
44,2475,2476,河北省,邯郸市,永年县,,,130429000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,130000000000,130400000000,130429000000
46,2655,2656,西藏自治区,山南地区,错那县,,,542232000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542232000000
49,2825,2826,四川省,绵阳市,安县,,,510724000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,510000000000,510700000000,510724000000
50,2886,2887,西藏自治区,山南地区,措美县,,,542227000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542227000000
51,3051,3052,河北省,邯郸市,邯郸县,,,130421000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,130000000000,130400000000,130421000000
52,3057,3058,云南省,曲靖市,沾益县,,,530328000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,530000000000,530300000000,530328000000
53,3086,3087,四川省,资阳市,简阳市,,,512081000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,510000000000,512000000000,512081000000
54,3114,3115,西藏自治区,山南地区,加查县,,,542229000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542229000000
55,3120,3121,江苏省,淮安市,洪泽县,,,320829000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,320000000000,320800000000,320829000000
56,3190,3191,西藏自治区,山南地区,乃东县,,,542221000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542221000000
57,3200,3201,西藏自治区,山南地区,贡嘎县,,,542223000000,12/21/2017 11:18:15,12/21/2017 14:53:50,12/31/2015,撤销,540000000000,542200000000,542223000000
