,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
35,2321,2322,江西省,九江市,濂溪区,,,360402000000,12/21/2017 11:18:09,12/21/2017 16:05:31,,名称变更,360000000000,360400000000,360402000000
36,2435,2436,四川省,阿坝藏族羌族自治州,马尔康市,,,513201000000,12/21/2017 11:18:09,12/21/2017 16:05:31,,名称变更,510000000000,513200000000,513201000000
37,2438,2439,山东省,菏泽市,定陶区,,,371703000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,370000000000,371700000000,371703000000
38,2448,2449,河南省,许昌市,建安区,,,411003000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,410000000000,411000000000,411003000000
39,2483,2484,河北省,邯郸市,永年区,,,130408000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,130000000000,130400000000,130408000000
40,2591,2592,广东省,深圳市,坪山区,,,440310000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,440000000000,440300000000,440310000000
42,2703,2704,广东省,深圳市,龙华区,,,440309000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,440000000000,440300000000,440309000000
43,2732,2733,新疆维吾尔自治区,哈密市,伊吾县,,,650522000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,650000000000,650500000000,650522000000
44,2796,2797,陕西省,西安市,鄠邑区,,,610118000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,610000000000,610100000000,610118000000
45,2825,2826,江西省,赣州市,赣县区,,,360704000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,360000000000,360700000000,360704000000
46,2830,2831,辽宁省,沈阳市,辽中区,,,210115000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,210000000000,210100000000,210115000000
48,2859,2860,西藏自治区,山南市,错那县,,,540530000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540530000000
49,2891,2892,浙江省,宁波市,奉化区,,,330213000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,330000000000,330200000000,330213000000
50,2947,2948,西藏自治区,山南市,扎囊县,,,540521000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540521000000
52,3077,3078,西藏自治区,山南市,曲松县,,,540525000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540525000000
53,3098,3099,西藏自治区,山南市,桑日县,,,540523000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540523000000
54,3106,3107,河北省,张家口市,崇礼区,,,130709000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,130000000000,130700000000,130709000000
55,3132,3133,西藏自治区,山南市,洛扎县,,,540527000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540527000000
56,3190,3191,江西省,抚州市,东乡区,,,361003000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,360000000000,361000000000,361003000000
57,3205,3206,辽宁省,盘锦市,大洼区,,,211104000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,210000000000,211100000000,211104000000
58,3207,3208,西藏自治区,山南市,隆子县,,,540529000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540529000000
