,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
0,41,42,四川省,绵阳市,安州区,,,510705000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,510000000000,510700000000,510705000000
2,186,187,云南省,昆明市,晋宁区,,,530115000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,530000000000,530100000000,530115000000
4,439,440,云南省,曲靖市,沾益区,,,530303000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,530000000000,530300000000,530303000000
6,508,509,广西壮族自治区,柳州市,柳江区,,,450206000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,450000000000,450200000000,450206000000
7,667,668,河北省,邯郸市,肥乡区,,,130407000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,130000000000,130400000000,130407000000
8,798,799,四川省,成都市,简阳市,,,510185000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,510000000000,510100000000,510185000000
9,802,803,西藏自治区,山南市,琼结县,,,540524000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540524000000
10,873,874,辽宁省,沈阳市,浑南区,,,210112000000,12/21/2017 11:18:09,12/21/2017 16:05:31,,名称变更,210000000000,210100000000,210112000000
11,878,879,河北省,张家口市,万全区,,,130708000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,130000000000,130700000000,130708000000
12,885,886,黑龙江省,佳木斯市,抚远市,,,230883000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,230000000000,230800000000,230883000000
13,946,947,山东省,济南市,章丘区,,,370114000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,370000000000,370100000000,370114000000
14,989,990,江苏省,淮安市,洪泽区,,,320813000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,320000000000,320800000000,320813000000
15,1020,1021,西藏自治区,山南市,浪卡子县,,,540531000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540531000000
17,1132,1133,内蒙古自治区,鄂尔多斯市,康巴什区,,,150603000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,150000000000,150600000000,150603000000
18,1135,1136,广西壮族自治区,河池市,宜州区,,,451203000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,450000000000,451200000000,451203000000
19,1256,1257,西藏自治区,山南市,贡嘎县,,,540522000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540522000000
21,1302,1303,山东省,东营市,垦利区,,,370505000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,370000000000,370500000000,370505000000
22,1316,1317,江西省,九江市,庐山市,,,360483000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,360000000000,360400000000,360483000000
23,1372,1373,河北省,衡水市,冀州区,,,131103000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,130000000000,131100000000,131103000000
24,1466,1467,陕西省,延安市,安塞区,,,610603000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,610000000000,610600000000,610603000000
25,1482,1483,贵州省,遵义市,播州区,,,520304000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,520000000000,520300000000,520304000000
26,1522,1523,西藏自治区,山南市,措美县,,,540526000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540526000000
27,1536,1537,西藏自治区,山南市,加查县,,,540528000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540528000000
28,1630,1631,江苏省,淮安市,清江浦区,,,320812000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,320000000000,320800000000,320812000000
29,1859,1860,西藏自治区,山南市,乃东区,,,540502000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,540000000000,540500000000,540502000000
30,1944,1945,新疆维吾尔自治区,哈密市,巴里坤哈萨克自治县,,,650521000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,650000000000,650500000000,650521000000
31,2118,2119,新疆维吾尔自治区,哈密市,伊州区,,,650502000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,650000000000,650500000000,650502000000
32,2233,2234,云南省,怒江傈僳族自治州,泸水市,,,533301000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,530000000000,533300000000,533301000000
33,2266,2267,广西壮族自治区,贺州市,平桂区,,,451103000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,450000000000,451100000000,451103000000
34,2303,2304,四川省,成都市,郫都区,,,510117000000,12/21/2017 11:18:09,12/21/2017 14:53:52,,新增,510000000000,510100000000,510117000000
