,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
4,301,302,香港特别行政区,,,,,810000000000,12/21/2017 11:18:26,12/21/2017 14:53:00,,新增,810000000000,810000000000,810000000000
9,765,766,台湾省,,,,,710000000000,12/21/2017 11:18:26,12/21/2017 14:53:00,,新增,710000000000,710000000000,710000000000
12,1201,1202,澳门特别行政区,,,,,820000000000,12/21/2017 11:18:26,12/21/2017 14:53:00,,新增,820000000000,820000000000,820000000000
