,province,city,code_num,code_province,code_city,code_area
607,浙江省,绍兴市,330600000000,330000000000,330600000000,330600000000
644,四川省,广安市,511600000000,510000000000,511600000000,511600000000
650,湖南省,常德市,430700000000,430000000000,430700000000,430700000000
656,山东省,威海市,371000000000,370000000000,371000000000,371000000000
660,山西省,大同市,140200000000,140000000000,140200000000,140200000000
664,广东省,汕头市,440500000000,440000000000,440500000000,440500000000
665,湖南省,永州市,431100000000,430000000000,431100000000,431100000000
669,黑龙江省,大兴安岭地区,232700000000,230000000000,232700000000,232700000000
673,青海省,果洛藏族自治州,632600000000,630000000000,632600000000,632600000000
676,四川省,资阳市,512000000000,510000000000,512000000000,512000000000
679,河南省,新乡市,410700000000,410000000000,410700000000,410700000000
691,河南省,开封市,410200000000,410000000000,410200000000,410200000000
721,云南省,红河哈尼族彝族自治州,532500000000,530000000000,532500000000,532500000000
723,吉林省,四平市,220300000000,220000000000,220300000000,220300000000
738,浙江省,台州市,331000000000,330000000000,331000000000,331000000000
750,西藏自治区,拉萨市,540100000000,540000000000,540100000000,540100000000
756,甘肃省,庆阳市,621000000000,620000000000,621000000000,621000000000
767,四川省,广元市,510800000000,510000000000,510800000000,510800000000
777,山东省,济南市,370100000000,370000000000,370100000000,370100000000
778,四川省,宜宾市,511500000000,510000000000,511500000000,511500000000
811,山东省,潍坊市,370700000000,370000000000,370700000000,370700000000
817,辽宁省,锦州市,210700000000,210000000000,210700000000,210700000000
824,陕西省,铜川市,610200000000,610000000000,610200000000,610200000000
838,青海省,黄南藏族自治州,632300000000,630000000000,632300000000,632300000000
841,江苏省,盐城市,320900000000,320000000000,320900000000,320900000000
856,江苏省,徐州市,320300000000,320000000000,320300000000,320300000000
860,宁夏回族自治区,固原市,640400000000,640000000000,640400000000,640400000000
874,江西省,上饶市,361100000000,360000000000,361100000000,361100000000
879,西藏自治区,日喀则地区,542300000000,540000000000,542300000000,542300000000
891,广东省,韶关市,440200000000,440000000000,440200000000,440200000000
896,广东省,揭阳市,445200000000,440000000000,445200000000,445200000000
904,福建省,泉州市,350500000000,350000000000,350500000000,350500000000
917,山西省,阳泉市,140300000000,140000000000,140300000000,140300000000
930,河南省,濮阳市,410900000000,410000000000,410900000000,410900000000
944,湖北省,孝感市,420900000000,420000000000,420900000000,420900000000
960,内蒙古自治区,乌海市,150300000000,150000000000,150300000000,150300000000
967,广西壮族自治区,南宁市,450100000000,450000000000,450100000000,450100000000
970,江西省,南昌市,360100000000,360000000000,360100000000,360100000000
1007,山东省,滨州市,371600000000,370000000000,371600000000,371600000000
1015,吉林省,松原市,220700000000,220000000000,220700000000,220700000000
1025,安徽省,安庆市,340800000000,340000000000,340800000000,340800000000
1028,新疆维吾尔自治区,乌鲁木齐市,650100000000,650000000000,650100000000,650100000000
1050,安徽省,马鞍山市,340500000000,340000000000,340500000000,340500000000
1065,黑龙江省,牡丹江市,231000000000,230000000000,231000000000,231000000000
1077,西藏自治区,林芝地区,542600000000,540000000000,542600000000,542600000000
1078,甘肃省,平凉市,620800000000,620000000000,620800000000,620800000000
1085,云南省,文山壮族苗族自治州,532600000000,530000000000,532600000000,532600000000
1090,吉林省,辽源市,220400000000,220000000000,220400000000,220400000000
1094,河北省,保定市,130600000000,130000000000,130600000000,130600000000
1101,湖南省,湘西土家族苗族自治州,433100000000,430000000000,433100000000,433100000000
1126,贵州省,六盘水市,520200000000,520000000000,520200000000,520200000000
1140,山西省,朔州市,140600000000,140000000000,140600000000,140600000000
1154,湖北省,襄樊市,420600000000,420000000000,420600000000,420600000000
1155,湖南省,怀化市,431200000000,430000000000,431200000000,431200000000
1169,云南省,昆明市,530100000000,530000000000,530100000000,530100000000
1170,湖南省,岳阳市,430600000000,430000000000,430600000000,430600000000
1179,安徽省,淮北市,340600000000,340000000000,340600000000,340600000000
1189,江西省,抚州市,361000000000,360000000000,361000000000,361000000000
1196,广东省,肇庆市,441200000000,440000000000,441200000000,441200000000
1208,贵州省,遵义市,520300000000,520000000000,520300000000,520300000000
1209,湖北省,荆门市,420800000000,420000000000,420800000000,420800000000
1215,福建省,三明市,350400000000,350000000000,350400000000,350400000000
1218,安徽省,巢湖市,341400000000,340000000000,341400000000,341400000000
1227,西藏自治区,那曲地区,542400000000,540000000000,542400000000,542400000000
1229,内蒙古自治区,包头市,150200000000,150000000000,150200000000,150200000000
1243,浙江省,衢州市,330800000000,330000000000,330800000000,330800000000
1255,黑龙江省,鹤岗市,230400000000,230000000000,230400000000,230400000000
1262,广东省,中山市,442000000000,440000000000,442000000000,442000000000
1278,四川省,泸州市,510500000000,510000000000,510500000000,510500000000
1281,新疆维吾尔自治区,阿克苏地区,652900000000,650000000000,652900000000,652900000000
1286,山西省,长治市,140400000000,140000000000,140400000000,140400000000
1292,江苏省,南京市,320100000000,320000000000,320100000000,320100000000
1322,黑龙江省,绥化市,231200000000,230000000000,231200000000,231200000000
1323,江苏省,无锡市,320200000000,320000000000,320200000000,320200000000
1331,宁夏回族自治区,中卫市,640500000000,640000000000,640500000000,640500000000
1344,山东省,菏泽市,371700000000,370000000000,371700000000,371700000000
1351,陕西省,西安市,610100000000,610000000000,610100000000,610100000000
1354,吉林省,白山市,220600000000,220000000000,220600000000,220600000000
1369,山西省,晋城市,140500000000,140000000000,140500000000,140500000000
1397,安徽省,六安市,341500000000,340000000000,341500000000,341500000000
1400,四川省,德阳市,510600000000,510000000000,510600000000,510600000000
1402,新疆维吾尔自治区,巴音郭楞蒙古自治州,652800000000,650000000000,652800000000,652800000000
1407,广东省,深圳市,440300000000,440000000000,440300000000,440300000000
1433,辽宁省,营口市,210800000000,210000000000,210800000000,210800000000
1452,山东省,泰安市,370900000000,370000000000,370900000000,370900000000
1482,四川省,眉山市,511400000000,510000000000,511400000000,511400000000
1491,湖北省,鄂州市,420700000000,420000000000,420700000000,420700000000
1493,江苏省,扬州市,321000000000,320000000000,321000000000,321000000000
1502,湖南省,邵阳市,430500000000,430000000000,430500000000,430500000000
1510,江西省,景德镇市,360200000000,360000000000,360200000000,360200000000
1524,浙江省,舟山市,330900000000,330000000000,330900000000,330900000000
1529,内蒙古自治区,阿拉善盟,152900000000,150000000000,152900000000,152900000000
1535,黑龙江省,鸡西市,230300000000,230000000000,230300000000,230300000000
1537,河北省,张家口市,130700000000,130000000000,130700000000,130700000000
1553,西藏自治区,阿里地区,542500000000,540000000000,542500000000,542500000000
1555,甘肃省,酒泉市,620900000000,620000000000,620900000000,620900000000
1565,新疆维吾尔自治区,克拉玛依市,650200000000,650000000000,650200000000,650200000000
1571,江西省,宜春市,360900000000,360000000000,360900000000,360900000000
1575,吉林省,通化市,220500000000,220000000000,220500000000,220500000000
1582,河北省,邢台市,130500000000,130000000000,130500000000,130500000000
1594,广西壮族自治区,玉林市,450900000000,450000000000,450900000000,450900000000
1615,山东省,莱芜市,371200000000,370000000000,371200000000,371200000000
1624,广西壮族自治区,桂林市,450300000000,450000000000,450300000000,450300000000
1627,新疆维吾尔自治区,博尔塔拉蒙古自治州,652700000000,650000000000,652700000000,652700000000
1637,河南省,商丘市,411400000000,410000000000,411400000000,411400000000
1639,湖南省,娄底市,431300000000,430000000000,431300000000,431300000000
1650,四川省,攀枝花市,510400000000,510000000000,510400000000,510400000000
1673,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,653000000000,650000000000,653000000000,653000000000
1678,吉林省,延边朝鲜族自治州,222400000000,220000000000,222400000000,222400000000
1680,内蒙古自治区,赤峰市,150400000000,150000000000,150400000000,150400000000
1723,广东省,东莞市,441900000000,440000000000,441900000000,441900000000
1764,云南省,西双版纳傣族自治州,532800000000,530000000000,532800000000,532800000000
1770,安徽省,宿州市,341300000000,340000000000,341300000000,341300000000
1780,西藏自治区,山南地区,542200000000,540000000000,542200000000,542200000000
1801,广东省,茂名市,440900000000,440000000000,440900000000,440900000000
1812,贵州省,安顺市,520400000000,520000000000,520400000000,520400000000
1841,云南省,临沧市,530900000000,530000000000,530900000000,530900000000
1842,青海省,海北藏族自治州,632200000000,630000000000,632200000000,632200000000
1850,广西壮族自治区,河池市,451200000000,450000000000,451200000000,451200000000
1858,山东省,淄博市,370300000000,370000000000,370300000000,370300000000
1862,湖南省,衡阳市,430400000000,430000000000,430400000000,430400000000
1893,四川省,南充市,511300000000,510000000000,511300000000,511300000000
1903,宁夏回族自治区,吴忠市,640300000000,640000000000,640300000000,640300000000
1909,山东省,济宁市,370800000000,370000000000,370800000000,370800000000
1912,甘肃省,金昌市,620300000000,620000000000,620300000000,620300000000
1927,陕西省,宝鸡市,610300000000,610000000000,610300000000,610300000000
1938,四川省,阿坝藏族羌族自治州,513200000000,510000000000,513200000000,513200000000
1960,江苏省,苏州市,320500000000,320000000000,320500000000,320500000000
1963,江西省,萍乡市,360300000000,360000000000,360300000000,360300000000
1976,福建省,莆田市,350300000000,350000000000,350300000000,350300000000
1982,青海省,玉树藏族自治州,632700000000,630000000000,632700000000,632700000000
2020,四川省,甘孜藏族自治州,513300000000,510000000000,513300000000,513300000000
2025,云南省,玉溪市,530400000000,530000000000,530400000000,530400000000
2026,广东省,清远市,441800000000,440000000000,441800000000,441800000000
2035,陕西省,安康市,610900000000,610000000000,610900000000,610900000000
2041,安徽省,蚌埠市,340300000000,340000000000,340300000000,340300000000
2046,内蒙古自治区,通辽市,150500000000,150000000000,150500000000,150500000000
2061,云南省,大理白族自治州,532900000000,530000000000,532900000000,532900000000
2074,湖北省,宜昌市,420500000000,420000000000,420500000000,420500000000
2076,广东省,珠海市,440400000000,440000000000,440400000000,440400000000
2078,甘肃省,临夏回族自治州,622900000000,620000000000,622900000000,622900000000
2088,辽宁省,葫芦岛市,211400000000,210000000000,211400000000,211400000000
2105,江苏省,宿迁市,321300000000,320000000000,321300000000,321300000000
2120,辽宁省,丹东市,210600000000,210000000000,210600000000,210600000000
2121,山东省,日照市,371100000000,370000000000,371100000000,371100000000
2144,内蒙古自治区,兴安盟,152200000000,150000000000,152200000000,152200000000
2150,广西壮族自治区,贵港市,450800000000,450000000000,450800000000,450800000000
2179,广东省,潮州市,445100000000,440000000000,445100000000,445100000000
2183,湖南省,湘潭市,430300000000,430000000000,430300000000,430300000000
2187,广西壮族自治区,柳州市,450200000000,450000000000,450200000000,450200000000
2194,河北省,邯郸市,130400000000,130000000000,130400000000,130400000000
2197,贵州省,黔西南布依族苗族自治州,522300000000,520000000000,522300000000,522300000000
2204,安徽省,阜阳市,341200000000,340000000000,341200000000,341200000000
2210,陕西省,咸阳市,610400000000,610000000000,610400000000,610400000000
2231,黑龙江省,双鸭山市,230500000000,230000000000,230500000000,230500000000
2242,宁夏回族自治区,石嘴山市,640200000000,640000000000,640200000000,640200000000
2251,四川省,自贡市,510300000000,510000000000,510300000000,510300000000
2261,河南省,信阳市,411500000000,410000000000,411500000000,411500000000
2280,贵州省,铜仁地区,522200000000,520000000000,522200000000,522200000000
2296,广东省,惠州市,441300000000,440000000000,441300000000,441300000000
2297,云南省,曲靖市,530300000000,530000000000,530300000000,530300000000
2301,辽宁省,本溪市,210500000000,210000000000,210500000000,210500000000
2307,江西省,九江市,360400000000,360000000000,360400000000,360400000000
2308,甘肃省,嘉峪关市,620200000000,620000000000,620200000000,620200000000
2312,福建省,厦门市,350200000000,350000000000,350200000000,350200000000
2330,青海省,海东地区,632100000000,630000000000,632100000000,632100000000
2331,云南省,普洱市,530800000000,530000000000,530800000000,530800000000
2340,湖北省,随州市,421300000000,420000000000,421300000000,421300000000
2343,江苏省,常州市,320400000000,320000000000,320400000000,320400000000
2350,新疆维吾尔自治区,吐鲁番地区,652100000000,650000000000,652100000000,652100000000
2372,安徽省,淮南市,340400000000,340000000000,340400000000,340400000000
2383,山东省,青岛市,370200000000,370000000000,370200000000,370200000000
2395,广西壮族自治区,贺州市,451100000000,450000000000,451100000000,451100000000
2402,河南省,洛阳市,410300000000,410000000000,410300000000,410300000000
2417,贵州省,黔南布依族苗族自治州,522700000000,520000000000,522700000000,522700000000
2419,贵州省,毕节地区,522400000000,520000000000,522400000000,522400000000
2421,湖北省,咸宁市,421200000000,420000000000,421200000000,421200000000
2431,海南省,海口市,460100000000,460000000000,460100000000,460100000000
2441,山东省,枣庄市,370400000000,370000000000,370400000000,370400000000
2443,河南省,鹤壁市,410600000000,410000000000,410600000000,410600000000
2446,四川省,雅安市,511800000000,510000000000,511800000000,511800000000
2464,甘肃省,定西市,621100000000,620000000000,621100000000,621100000000
2477,甘肃省,甘南藏族自治州,623000000000,620000000000,623000000000,623000000000
2490,云南省,怒江傈僳族自治州,533300000000,530000000000,533300000000,533300000000
2497,宁夏回族自治区,银川市,640100000000,640000000000,640100000000,640100000000
2499,江苏省,南通市,320600000000,320000000000,320600000000,320600000000
2509,陕西省,榆林市,610800000000,610000000000,610800000000,610800000000
2519,湖南省,株洲市,430200000000,430000000000,430200000000,430200000000
2520,广西壮族自治区,崇左市,451400000000,450000000000,451400000000,451400000000
2522,山西省,忻州市,140900000000,140000000000,140900000000,140900000000
2532,安徽省,芜湖市,340200000000,340000000000,340200000000,340200000000
2534,广东省,梅州市,441400000000,440000000000,441400000000,441400000000
2551,内蒙古自治区,乌兰察布市,150900000000,150000000000,150900000000,150900000000
2566,云南省,保山市,530500000000,530000000000,530500000000,530500000000
2571,黑龙江省,大庆市,230600000000,230000000000,230600000000,230600000000
2580,辽宁省,朝阳市,211300000000,210000000000,211300000000,211300000000
2590,安徽省,宣城市,341800000000,340000000000,341800000000,341800000000
2591,湖南省,张家界市,430800000000,430000000000,430800000000,430800000000
2594,河北省,廊坊市,131000000000,130000000000,131000000000,131000000000
2599,广东省,湛江市,440800000000,440000000000,440800000000,440800000000
2608,辽宁省,沈阳市,210100000000,210000000000,210100000000,210100000000
2623,浙江省,温州市,330300000000,330000000000,330300000000,330300000000
2632,河南省,三门峡市,411200000000,410000000000,411200000000,411200000000
2642,湖北省,十堰市,420300000000,420000000000,420300000000,420300000000
2643,四川省,遂宁市,510900000000,510000000000,510900000000,510900000000
2665,广西壮族自治区,梧州市,450400000000,450000000000,450400000000,450400000000
2680,内蒙古自治区,锡林郭勒盟,152500000000,150000000000,152500000000,152500000000
2686,青海省,西宁市,630100000000,630000000000,630100000000,630100000000
2693,新疆维吾尔自治区,哈密地区,652200000000,650000000000,652200000000,652200000000
2706,甘肃省,天水市,620500000000,620000000000,620500000000,620500000000
2710,四川省,凉山彝族自治州,513400000000,510000000000,513400000000,513400000000
2727,山东省,德州市,371400000000,370000000000,371400000000,371400000000
2743,陕西省,渭南市,610500000000,610000000000,610500000000,610500000000
2747,黑龙江省,七台河市,230900000000,230000000000,230900000000,230900000000
2750,安徽省,滁州市,341100000000,340000000000,341100000000,341100000000
2764,福建省,龙岩市,350800000000,350000000000,350800000000,350800000000
2781,辽宁省,抚顺市,210400000000,210000000000,210400000000,210400000000
2789,内蒙古自治区,鄂尔多斯市,150600000000,150000000000,150600000000,150600000000
2794,江西省,吉安市,360800000000,360000000000,360800000000,360800000000
2798,河北省,石家庄市,130100000000,130000000000,130100000000,130100000000
2813,广东省,阳江市,441700000000,440000000000,441700000000,441700000000
2817,辽宁省,辽阳市,211000000000,210000000000,211000000000,211000000000
2830,甘肃省,白银市,620400000000,620000000000,620400000000,620400000000
2837,内蒙古自治区,巴彦淖尔市,150800000000,150000000000,150800000000,150800000000
2839,辽宁省,盘锦市,211100000000,210000000000,211100000000,211100000000
2851,广西壮族自治区,来宾市,451300000000,450000000000,451300000000,451300000000
2858,湖南省,益阳市,430900000000,430000000000,430900000000,430900000000
2863,广东省,汕尾市,441500000000,440000000000,441500000000,441500000000
2867,陕西省,延安市,610600000000,610000000000,610600000000,610600000000
2873,广东省,江门市,440700000000,440000000000,440700000000,440700000000
2875,浙江省,湖州市,330500000000,330000000000,330500000000,330500000000
2886,西藏自治区,昌都地区,542100000000,540000000000,542100000000,542100000000
2897,黑龙江省,伊春市,230700000000,230000000000,230700000000,230700000000
2898,新疆维吾尔自治区,喀什地区,653100000000,650000000000,653100000000,653100000000
2910,湖北省,黄石市,420200000000,420000000000,420200000000,420200000000
2920,吉林省,长春市,220100000000,220000000000,220100000000,220100000000
2922,云南省,楚雄彝族自治州,532300000000,530000000000,532300000000,532300000000
2928,山东省,东营市,370500000000,370000000000,370500000000,370500000000
2934,江苏省,连云港市,320700000000,320000000000,320700000000,320700000000
2947,甘肃省,陇南市,621200000000,620000000000,621200000000,621200000000
2951,湖北省,恩施土家族苗族自治州,422800000000,420000000000,422800000000,422800000000
2953,河北省,秦皇岛市,130300000000,130000000000,130300000000,130300000000
2963,海南省,三亚市,460200000000,460000000000,460200000000,460200000000
2973,新疆维吾尔自治区,昌吉回族自治州,652300000000,650000000000,652300000000,652300000000
2990,湖北省,荆州市,421000000000,420000000000,421000000000,421000000000
3003,河南省,平顶山市,410400000000,410000000000,410400000000,410400000000
3034,黑龙江省,佳木斯市,230800000000,230000000000,230800000000,230800000000
3042,福建省,宁德市,350900000000,350000000000,350900000000,350900000000
3059,云南省,德宏傣族景颇族自治州,533100000000,530000000000,533100000000,533100000000
3067,河北省,衡水市,131100000000,130000000000,131100000000,131100000000
3074,江西省,赣州市,360700000000,360000000000,360700000000,360700000000
3075,河南省,安阳市,410500000000,410000000000,410500000000,410500000000
3082,青海省,海西蒙古族藏族自治州,632800000000,630000000000,632800000000,632800000000
3088,广东省,河源市,441600000000,440000000000,441600000000,441600000000
3091,云南省,昭通市,530600000000,530000000000,530600000000,530600000000
3096,山东省,临沂市,371300000000,370000000000,371300000000,371300000000
3108,新疆维吾尔自治区,伊犁哈萨克自治州,654000000000,650000000000,654000000000,654000000000
3112,湖北省,黄冈市,421100000000,420000000000,421100000000,421100000000
3113,内蒙古自治区,呼伦贝尔市,150700000000,150000000000,150700000000,150700000000
3127,四川省,巴中市,511900000000,510000000000,511900000000,511900000000
3132,广西壮族自治区,北海市,450500000000,450000000000,450500000000,450500000000
3155,辽宁省,鞍山市,210300000000,210000000000,210300000000,210300000000
3166,安徽省,黄山市,341000000000,340000000000,341000000000,341000000000
3168,新疆维吾尔自治区,和田地区,653200000000,650000000000,653200000000,653200000000
3197,浙江省,嘉兴市,330400000000,330000000000,330400000000,330400000000
3203,河南省,南阳市,411300000000,410000000000,411300000000,411300000000
