,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
17,890,891,西藏自治区,日喀则地区,,,,542300000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542300000000,542300000000
56,2892,2893,西藏自治区,昌都地区,,,,542100000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,540000000000,542100000000,542100000000
