,Unnamed: 0,id,province,city,area,street,community,code_num,create_time,edit_time,expire_date,change_type,code_province,code_city,code_area
1,73,74,重庆市,,铜梁县,,,500224000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,500000000000,500200000000,500224000000
37,2061,2062,重庆市,,璧山县,,,500227000000,12/21/2017 11:18:26,12/21/2017 14:53:14,12/31/2013,撤销,500000000000,500200000000,500227000000
